id,name,party,number,previous_has_pauta,coverage_label,previous_summary,summary,source_urls,research_paths,limitations,review_result
240002533828,Caren Machado,PT,1340,true,Material de campanha de 2026,Mulheres; trabalhadores e servidores públicos; saúde/SUS; pessoas transplantadas; educação; população LGBTQIA+; idosos; proteção animal.,"Propõe fortalecer o SUS, valorizar profissionais da saúde e ampliar a proteção jurídica das pessoas transplantadas por meio de um estatuto específico. Sua apresentação inclui a defesa de mulheres, trabalhadores e servidores públicos, população LGBTQIA+, pessoas idosas, educação, serviços públicos e proteção animal.",https://www.carenmachado.com.br/,Releitura da página individual | Conferência do trecho sobre estatuto e dos canais apontados pela própria página,"O rodapé conserva 2022, mas o corpo contém material e proposição de 2026; não usamos o rodapé como data de publicação. | Os perfis antigos do card foram preservados. A divergência com professoracarenmachado fica registrada para revisão específica de contatos.",revisado_com_evidencia
240002533825,Carla Ayres,PT,1344,true,Material de campanha de 2026,Mulheres e feminicídio; fim da escala 6×1 sem redução salarial; SUS e cannabis medicinal; educação; clima; igualdade racial; direitos LGBTI+; moradia e mobilidade; regulação das bets.,"Defende tarifa zero no transporte público, o fim da escala 6×1 e a implantação da Casa da Mulher Brasileira em Florianópolis. Inclui entre suas prioridades direitos LGBTQIA+, cultura, democracia e reforma política. Declara oposição às bets, à redução da maioridade penal, às escolas cívico-militares, ao ensino domiciliar e à ampliação do armamento civil.",https://queroapoiar.com.br/carlaayres | https://carlaayres.com.br/2026/04/01/casa-da-mulher-brasileira-santa-catarina/,Site cadastrado e página individual da campanha | Leitura das posições favoráveis e contrárias e do artigo sobre atendimento a mulheres,Temas aos quais há oposição não equivalem a apoio genérico ao tema. O futuro filtro precisa preservar o sentido de cada posição. | Alegações eleitorais e interpretações de desempenho presentes na fonte não foram reproduzidas.,revisado_com_evidencia
240002533822,Doutora Rosana,PV,4321,false,Documentação acessível insuficiente para uma síntese,Plataforma individual detalhada não localizada.,"Não foi possível confirmar pautas individuais com a documentação acessível nesta revisão, concluída em 21/09/2026. Isso não significa ausência de propostas ou de posicionamento da candidatura.",,"Busca por Rosana Schlichta, Doutora Rosana e número 4321; site declarado | Segunda busca pelo perfil doutora.rosana e tentativa de leitura do site em navegador",O site respondeu com verificação de navegador/403. As apresentações indexadas não forneceram conteúdo programático individual suficiente. Não foram atribuídas pautas pela profissão ou pela sigla.,revisado_com_lacuna
240002537831,Drag Urbana,PSOL,5005,false,Manifestações públicas de 2026,Plataforma individual detalhada não localizada.,"Na entrevista de fevereiro de 2026, defende espaços públicos acessíveis, preservação e uso público do patrimônio e enfrentamento à expulsão de moradores pela valorização imobiliária. Também propõe participação dos bairros no planejamento urbano e investimento público em saneamento, conservação ambiental e capacidade técnica do município.",https://arqsc.com.br/drag-urbana-uma-expressao-que-articula-urbanismo-politica-e-territorio/,Busca por Drag Urbana e nome civil | Leitura da entrevista individual no ARQSC,"São posições públicas sobre cidade e território, não um programa federal completo. Críticas e acusações dirigidas a terceiros na entrevista não foram adotadas pela síntese.",revisado_com_evidencia
240002533829,Eduardo Zanatta,PT,1331,true,Manifestações públicas de 2026,Desenvolvimento socioambiental; planejamento territorial e cidades; ampliação de direitos e oportunidades.,"Na apresentação de setembro de 2026, indica saúde, educação e infraestrutura como áreas de investimento que pretende ampliar para Balneário Camboriú e região. A publicação apresenta essas prioridades, mas não detalha os instrumentos legislativos pretendidos.",https://www.instagram.com/reel/Dcv7pi0uAG5/,"Releitura do site individual e busca pelo perfil eduardozanattabc | Conferência renderizada da legenda da apresentação eleitoral, distinguindo-a dos comentários e conteúdos relacionados","Não foi atribuída tarifa zero: esse tema apareceu associado ao resultado de busca, mas não na legenda individual verificada. | Referências do texto anterior a direitos e desenvolvimento socioambiental foram preservadas no baseline, mas não ampliadas sem nova evidência específica. | Saúde é o tema documentado; não se presume apoio a toda proposta específica relativa ao SUS.",revisado_com_evidencia
240002533835,Francisco de Assis,PT,1304,false,Documentação acessível insuficiente para uma síntese,Plataforma individual não localizada nesta busca.,"Não foi possível confirmar pautas individuais com a documentação acessível nesta revisão, concluída em 21/09/2026. Isso não significa ausência de propostas ou de posicionamento da candidatura.",,"Busca pelo nome de urna com SC, PT e 1304; consulta aos perfis já declarados | Segunda busca pelo perfil franciscodeassis.pt e publicações de apresentação de candidatura","Foram localizadas apresentações genéricas de trajetória, mas não uma formulação de pautas com autoria e conteúdo suficientes para esta síntese. Resultados relativos a outros homônimos foram descartados.",revisado_com_lacuna
240002537839,Gil Santos,PSOL,5093,false,Manifestações públicas de 2026,Plataforma individual não localizada; na tabela anterior havia observação de situação de registro distinta.,"Em publicação de setembro de 2026, defende o fim da escala de trabalho 6×1. A revisão confirmou essa posição na legenda da própria candidatura, sem atribuir a ela sugestões deixadas por outras pessoas nos comentários.",https://www.instagram.com/p/DcwXrbvvqo7/,Busca pelo perfil gilsantos_vat e pelo tema 6×1 | Leitura pública renderizada da legenda e separação de comentários,"A evidência confirma uma pauta pontual, não um programa integral. A referência anterior a situação de registro não foi modificada nesta frente de pautas.",revisado_com_evidencia
240002533831,Giovana Mondardo,PCdoB,6565,true,Material de campanha de 2026,Saúde pública; direitos humanos; direitos das mulheres; democracia; pessoas idosas e com deficiência; população LGBTQIA+; cultura e justiça social.,"A campanha apresenta a defesa do SUS, o fim da escala 6×1 e o enfrentamento à LGBTfobia e à violência contra mulheres. Em entrevista individual de 2026, também defende acesso da juventude à educação e ao trabalho digno e a aplicação de políticas de proteção às mulheres.",https://giovanamondardo.com.br/ | https://pcdob.org.br/noticias/giovana-mondardo-coragem-e-imperativa-para-representar-forcas-populares-em-sc/,"Releitura renderizada do site individual | Entrevista específica da candidatura no site partidário, sem importar programa geral da legenda",Nomes isolados de locais no site não foram transformados em propostas sem indicação do posicionamento. | Menção a pessoas com deficiência não foi confundida com a palavra ciência.,revisado_com_evidencia
240002533816,Graci da Saúde,PDT,1213,false,Documentação acessível insuficiente para uma síntese,Plataforma individual detalhada não localizada.,"Não foi possível confirmar pautas individuais com a documentação acessível nesta revisão, concluída em 21/09/2026. Isso não significa ausência de propostas ou de posicionamento da candidatura.",,"Busca pelo nome de urna, nome civil e perfil gracielawiemes | Segunda busca pelo nome civil e referências a entrevistas; leitura renderizada de publicação retornada pela busca",O acesso ao perfil foi limitado. Nenhuma proposta de saúde foi atribuída pelo nome de urna ou a partir de publicação de terceiro erroneamente associada pelo resultado de busca.,revisado_com_lacuna
240002533834,Guaraci Fagundes,PV,4343,false,Documentação acessível insuficiente para uma síntese,Plataforma individual detalhada não localizada.,"Não foi possível confirmar pautas individuais com a documentação acessível nesta revisão, concluída em 21/09/2026. Isso não significa ausência de propostas ou de posicionamento da candidatura.",,"Busca por Guaraci Fagundes, 4343 e site declarado | Segunda busca pelos perfis guaraci.fagundes e BabaGuaraci; leitura renderizada do site","O site respondeu com verificação de navegador/403. A presença como entrevistador ou participante em conteúdos sobre terceiros não confirma, por si só, posições próprias.",revisado_com_lacuna
240002533836,Igor Marafigo,PT,1349,false,Documentação acessível insuficiente para uma síntese,Plataforma individual não localizada.,"Não foi possível confirmar pautas individuais com a documentação acessível nesta revisão, concluída em 21/09/2026. Isso não significa ausência de propostas ou de posicionamento da candidatura.",,"Busca por Igor Marafigo e Igor Muniz Marafigo, com SC e candidatura federal | Segunda busca pelo perfil e por entrevistas em veículos de Lages; leitura da notícia individual de apresentação","Notícia de apresentação e referência a entrevista foram localizadas, mas a biografia e os cargos partidários não bastam para atribuir propostas. Não houve transcrição acessível suficiente da entrevista.",revisado_com_lacuna
240002537832,Inácio Sperber,PSOL,5024,false,Material de campanha de 2026,Plataforma individual não localizada.,"Defende educação pública, oposição a cortes e maior participação popular nas decisões políticas. Sua apresentação também inclui cultura, direitos humanos, democracia, direitos LGBTQIA+, juventude, meio ambiente e saúde pública/SUS entre as prioridades.",https://queroapoiar.com.br/inaciosperber,Busca pelo nome de urna e José Inácio Sperber | Leitura da página individual de apresentação eleitoral,"Parte das prioridades aparece como tema, sem mecanismo legislativo detalhado; não foram inventadas medidas para completá-las.",revisado_com_evidencia
240002533821,Indígena Adriana,PDT,1210,false,Documentação acessível insuficiente para uma síntese,Plataforma eleitoral individual detalhada não localizada.,"Não foi possível confirmar pautas individuais com a documentação acessível nesta revisão, concluída em 21/09/2026. Isso não significa ausência de propostas ou de posicionamento da candidatura.",,"Busca por Indígena Adriana, 1210 e perfil indigena.adriana | Segunda busca por Adriana Santos Tomazoni e Adriana Tomazoni com propostas e 2026","Foram localizadas referências à candidatura, mas não uma formulação programática com leitura suficiente. A identidade indígena não foi utilizada como substituta de uma declaração de posições.",revisado_com_lacuna
240002533820,Ivan Marques,PDT,1212,false,"Registro histórico, sem confirmação de plataforma atual",Plataforma individual não localizada.,"No registro municipal de fevereiro de 2023, apresentou pedidos de pavimentação de vias de bairros e de mudança nos materiais empregados em tampas de drenagem. São iniciativas locais históricas; a revisão não confirmou um programa federal de 2026.",https://www.camaraxanxere.sc.gov.br/atas/sessao_ordinaria/0/4/0/1466,Busca pelo perfil declarado ivanmarquesxxe e nome de urna | Busca pelo nome civil Enioivan Marques e leitura da ata da Câmara de Xanxerê,A data do conteúdo da ata prevalece sobre a data recente de rastreamento. Indicações de outros vereadores na mesma sessão não foram atribuídas a Ivan Marques.,revisado_com_evidencia
240002537838,Jéssica Michels,PSOL,5080,true,Material de campanha de 2026,Direitos das mulheres e LGBTIA+; combate ao feminicídio; direitos trabalhistas e combate à precarização; SUS e educação pública; moradia e transporte; justiça climática e agroecologia; ciência e imunização.,"Apresenta feminismo, direitos das mulheres e da população LGBTQIA+ e defesa da democracia e da liberdade de expressão como bandeiras. Também destaca cultura popular, comunicação livre, trabalho digno, justiça climática, agroecologia e saúde pública.",https://www.jessicamichels.com.br/,"Site individual já cadastrado e conferência dos perfis vinculados | Leitura renderizada das bandeiras, antes indisponíveis no extrator textual",O rodapé mostra um ano de template; não foi usado como data de publicação. Bandeiras amplas não foram ampliadas para propostas específicas sem texto de suporte.,revisado_com_evidencia
240002533815,Jordana Protetora Animal,PDT,1231,true,Documentação acessível insuficiente para uma síntese,Proteção animal explicitada na identidade eleitoral; nesta consolidação não foi localizado programa detalhado para atribuir outras pautas.,"Não foi possível confirmar pautas individuais com a documentação acessível nesta revisão, concluída em 21/09/2026. Isso não significa ausência de propostas ou de posicionamento da candidatura.",,"Busca pelo nome civil, nome de urna e perfil jordanasanz | Segunda busca temática e leitura renderizada do perfil e da publicação aparentemente relacionada",O perfil respondeu com redirecionamento para login e limite de acesso. O texto anterior atribuía proteção animal pelo nome de urna; essa atribuição não é mantida como pauta confirmada sem evidência autoral adicional.,revisado_com_lacuna
240002533837,Jovino Gonçalves,PCdoB,6500,false,Documentação acessível insuficiente para uma síntese,Plataforma individual não localizada.,"Não foi possível confirmar pautas individuais com a documentação acessível nesta revisão, concluída em 21/09/2026. Isso não significa ausência de propostas ou de posicionamento da candidatura.",,"Busca pelo nome e página individual no portal do PCdoB | Segunda busca por Jovino Marques Gonçalves e jovino.goncalves65, procurando declarações programáticas",A apresentação localizada descreve trajetória e atividades comunitárias. A participação em entidades ou setores não foi convertida automaticamente em compromisso programático.,revisado_com_lacuna
240002533832,Jú,PT,1361,false,Material de campanha de 2026,Plataforma individual não localizada.,"Na entrevista de setembro de 2026, defende ampliar investimentos e equipes dos serviços públicos de saúde, educação e segurança. Propõe valorização e formação docente, expansão de creches e medidas de prevenção ao feminicídio e acolhimento de vítimas. Também apresenta tributação proporcional à renda e ao patrimônio e fiscalização da destinação das emendas parlamentares.",https://diariodosul.com.br/geral/jucelia-vargas-propoe-estado-mais-forte-76116,Busca pelo nome civil Jucélia Vargas Vieira e pelo nome de urna | Leitura da entrevista individual no Diário do Sul,"Síntese das declarações da entrevista, não de um programa exaustivo. O nome de urna e os demais dados cadastrais foram preservados.",revisado_com_evidencia
240002533826,Karinne Tavares,PT,1300,false,Material de campanha de 2026,Plataforma individual não localizada.,"Apresenta como prioridades a defesa do SUS, a valorização dos profissionais da saúde e a garantia dos serviços públicos. Também defende direitos das mulheres e dos trabalhadores, redução das desigualdades e maior participação popular nas decisões públicas.",https://queroapoiar.com.br/karinnetavares,Busca pelo nome e pelo perfil karinne__tavares | Leitura da apresentação eleitoral individual,A página apresenta prioridades; não detalha instrumentos legislativos para todos os temas.,revisado_com_evidencia
240002533830,Kerexu,PT,1388,true,Material de campanha de 2026,Direitos e demarcação de territórios indígenas; oposição ao Marco Temporal; justiça climática; Mata Atlântica; mulheres; agroecologia; saúde e educação intercultural; água e saneamento; comunidades tradicionais.,"Defende a demarcação e proteção de territórios indígenas, quilombolas e tradicionais, com oposição ao Marco Temporal. Propõe apoio à agroecologia e à pesca artesanal, recuperação de rios e florestas e prevenção de desastres com atenção às mulheres responsáveis por famílias. Inclui infraestrutura comunitária de cuidado, água e saneamento, saúde e educação interculturais, igualdade salarial e enfrentamento à violência contra mulheres.",https://kerexu.com.br/propostas/,"Site individual já vinculado | Leitura da página específica de propostas, em vez de atribuição por filiação ou identidade",A síntese seleciona e agrupa propostas expressas; a página original oferece detalhamento adicional. Não transforma propostas em realizações.,revisado_com_evidencia
240002533827,Lirous K Yo,PT,1303,false,Prioridades declaradas em ficha de 2026,Plataforma individual não localizada.,"A ficha individual de 2026 no VoteLGBT apresenta cidadania LGBTQIA+, direitos das mulheres, cultura e educação entre as prioridades do mandato. Também indica cidadania no envelhecimento e políticas para infância e juventude, sem detalhar medidas específicas nessa página.",https://2026.votelgbt.org/candidatura/99,Busca pelos nomes Lirous K Yo e Lirous Ávila e perfis vinculados | Busca no VoteLGBT e leitura renderizada da ficha 99,"Trata-se de prioridades apresentadas em ficha temática, não de programa integral nem de avaliação produzida pelo portal. Não foram atribuídas pautas com base na identidade da pessoa.",revisado_com_evidencia
240002537826,Lívia – Coletiva SC Plural,PSOL,5020,false,Manifestações públicas de 2026,Plataforma individual detalhada não localizada.,"A apresentação da coletiva em agosto de 2026 coloca o cuidado como prioridade política e defende maior participação de mulheres e mães nos espaços de decisão. O material consultado não especifica, nessa publicação, projetos de lei ou medidas orçamentárias.",https://www.instagram.com/reel/DcOtSLkz0o3/,Busca pelo nome da candidatura e pela Coletiva SC Plural | Leitura renderizada da publicação de lutamadre com nome e número eleitorais correspondentes,O apoio ao cuidado não foi ampliado para propostas específicas de creches ou licenças que não constam na legenda. | A descrição de candidatura coletiva não altera o registro eleitoral individual preservado no site.,revisado_com_evidencia
240002537827,Mari Souza,PSOL,5055,false,Manifestações públicas de 2026,Plataforma individual não localizada.,"Defende o fim da escala 6×1, com jornada de 40 horas semanais, dois dias de descanso e sem redução salarial. Em publicação de agosto de 2026, também defende a manutenção das cotas raciais nas universidades de Santa Catarina.",https://www.facebook.com/marisouzalicerce/videos/queremos-vida-al%C3%A9m-do-trabalho-amanh%C3%A3-2-de-setembro-a-pec-2212019-que-prop%C3%B5e-o-f/1370510858564894/ | https://www.facebook.com/marisouzalicerce/videos/vai-ter-cotistas-nas-universidades-de-sc-simas-cotas-raciais-s%C3%A3o-pol%C3%ADticas-p%C3%BAbli/896102863227080/,Busca pelo nome e perfis marisouzalicerce | Leitura renderizada dos dois vídeos individuais e conferência dos redirecionamentos,"A síntese registra posições, não confirma o calendário ou a tramitação de propostas legislativas mencionados na legenda. | Outros vídeos apresentados como relacionados não foram agregados à síntese sem um endereço individual conferido.",revisado_com_evidencia
240002537830,Mirê Chagas,PSOL,5075,false,"Registro histórico, sem confirmação de plataforma atual",Plataforma individual não localizada.,"Em manifestação registrada em 2023, defendeu políticas de acesso e permanência de pessoas trans e travestis na universidade e o enfrentamento à transfobia. A fonte descreve uma atuação histórica, não um programa de campanha de 2026.",https://www.apufsc.org.br/2023/08/09/conselho-universitario-da-ufsc-aprova-politica-institucional-para-acesso-e-permanencia-de-pessoas-trans-e-travestis/,Busca por Mirê Chagas e Mirê Sanchez Chagas | Leitura de registro institucional/sindical com fala individual identificada,Não foi localizada nesta revisão uma plataforma federal de 2026 com leitura suficiente. Perfis automatizados que deduzem propostas pela legenda foram descartados.,revisado_com_evidencia
240002537841,Nandja Xokleng,PSOL,5040,true,Material de campanha de 2026,Site de campanha ativo; nesta consolidação não foi resumida uma plataforma programática textual suficientemente clara sem inferência adicional.,"Propõe um Museu dos Povos Originários em SC, proteção de territórios indígenas e quilombolas e reforço de recursos e equipes da Funai e da Sesai. Defende agricultura familiar, reforma agrária e agroecologia, com assistência técnica, crédito e canais de comercialização. Também apresenta moradia popular, acessibilidade, cannabis medicinal, proteção às mulheres e justiça climática entre suas pautas.",https://nandjaxokleng.com.br/,Reabertura do site já cadastrado | Leitura renderizada integral dos blocos programáticos e conferência da identidade eleitoral,Substitui a lacuna anterior causada pela leitura incompleta do site. Não presume propostas com base na origem indígena da candidata.,revisado_com_evidencia
240002533838,Prof. Ju Andozio,PT,1333,false,Manifestações públicas de 2026,Plataforma individual não localizada.,"Em apresentação de agosto de 2026, declara compromisso com a educação pública e com a participação da população nas decisões políticas. A publicação não detalha medidas legislativas para essas prioridades.",https://www.instagram.com/p/DcUJ6RklF3U/,"Busca por Prof. Ju Andozio, perfil ju_andozio e página de financiamento | Segunda leitura da legenda individual em navegador, após resposta 403 na página doe.la/profjuandozio","A experiência pessoal de trabalho na escala 6×1 citada na biografia não foi convertida, por si só, em posição sobre sua extinção. | O endereço de financiamento respondeu 403; não foi tratado como programa inexistente.",revisado_com_evidencia
240002533823,Prof. Vanessa da Rosa,PT,1326,false,"Registro histórico, sem confirmação de plataforma atual",Plataforma individual não localizada.,"Em pronunciamento registrado pela Alesc em outubro de 2023, defendeu educação, juventude, combate à violência contra mulheres e maior participação de mulheres negras na vida pública.",https://www.alesc.sc.gov.br/agencia/noticia/posse-de-vanessa-da-rosa-como-deputada-marca-momento-historico-na-alesc/,Perfis vanessadarosajoinville e busca por candidatura 2026 | Busca em memória e notícias institucionais da Alesc; conferência do discurso de 2023,O registro é histórico. Não foi apresentado como programa federal de 2026 nem como confirmação automática de continuidade de todas essas posições.,revisado_com_evidencia
240002537828,Professor Canguru,PSOL,5013,false,Documentação acessível insuficiente para uma síntese,Plataforma eleitoral detalhada não localizada nesta consolidação.,"Não foi possível confirmar pautas individuais com a documentação acessível nesta revisão, concluída em 21/09/2026. Isso não significa ausência de propostas ou de posicionamento da candidatura.",,"Busca pelo nome de urna, número e perfil professorcangurufederal | Segunda busca por Marcos Bueno com candidatura, blog e publicações específicas",Não se obteve leitura programática suficiente do blog e das publicações localizadas. O título de professor e a biografia profissional não foram tratados como propostas educacionais.,revisado_com_lacuna
240002537836,Professor Elson,PSOL,5010,false,Manifestações públicas de 2026,Plataforma individual não localizada.,"Em carta pública de abril de 2026, defende planejamento urbano com participação de moradores, associações, universidades e equipes técnicas, considerando a cidade e a região metropolitana. Sustenta a inclusão das periferias nas prioridades de investimento e a prevenção da expulsão de moradores pela valorização imobiliária.",https://conectasc.com.br/2026/04/06/elson-pereira-aponta-falhas-em-projeto-urbanistico-dinamarques-para-o-centro-de-florianopolis/,Busca por Professor Elson e Elson Pereira | Leitura da carta pública integral e separação de posições de planejamento de promessas eleitorais,O documento trata de urbanismo em Florianópolis; não é um programa completo para o mandato federal.,revisado_com_evidencia
240002533833,Professor Pedro Uczai,PT,1350,true,Manifestações de 2026 e registros históricos separados,"Saúde; educação; agricultura e desenvolvimento agrário; transição energética; ciência e tecnologia; direitos humanos, igualdade racial e povos indígenas; orçamento participativo.","Em 2026, propôs debate sobre o Plano Nacional de Educação e os planos locais, promoveu escolha participativa de prioridades orçamentárias e defendeu intervenção contra as bets, incluindo sua proibição. No histórico documentado, defendeu fomento a sistemas agroflorestais em 2023 e registrou apoio ao piso da enfermagem em 2022.",https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2618579 | https://pedrouczai.com.br/edital-de-convocacao-assembleia-do-orcamento-participativo-2026-territorio-10-serramar/ | https://pedrouczai.com.br/pedro-uczai-alerta-para-epidemia-das-bets-apos-dados-apontarem-transtorno-do-jogo-em-44-dos-brasileiros/ | https://pedrouczai.com.br/seminario-discute-ampliacao-dos-sistemas-de-plantio-direto-e-agroflorestais-no-brasil/ | https://pedrouczai.com.br/com-voto-favoravel-do-deputado-pedro-uczai-piso-da-enfermagem-e-aprovado-na-camara/,"Releitura do site do mandato, notícias e publicações | Verificação de autoria e data do requerimento na Câmara; leitura de artigos atuais e históricos","Apoio temático, requerimento de debate e decisão orçamentária foram distinguidos de promessa eleitoral e de lei em vigor. | Os registros de 2022 e 2023 não alimentam automaticamente os futuros filtros de pauta atual. As demais categorias amplas do texto antigo permanecem no baseline, sem reatribuição não verificada.",revisado_com_evidencia
240002533817,Reitor Anderson,PDT,1234,false,Documentação acessível insuficiente para uma síntese,Plataforma individual não localizada.,"Não foi possível confirmar pautas individuais com a documentação acessível nesta revisão, concluída em 21/09/2026. Isso não significa ausência de propostas ou de posicionamento da candidatura.",,"Busca por Reitor Anderson, 1234 e perfil aammartins2009 | Segunda busca pelo nome civil completo e por propostas da candidatura federal",O perfil não apresentou texto público legível e os resultados encontrados eram predominantemente biográficos/cadastrais. Não se atribuiu plataforma educacional pela profissão.,revisado_com_lacuna
